,envios,ventas,nivel
13282,88,66,2
13283,220,132,2
13284,396,132,2
13285,594,352,1
13286,2265,1078,3
13287,792,242,3
13288,220,110,3
13289,0,0,3
13290,176,154,1
13291,264,198,2
13292,946,264,3
13293,638,308,2
13294,1539,396,2
13295,2023,528,1
13296,1605,638,1
13297,1122,462,2
13298,220,66,1
13299,1605,814,1
13300,132,66,1
13301,2177,924,2
13302,1517,440,2
13303,1803,616,2
13304,1078,440,3
13305,1561,792,2
13306,198,22,3
13307,242,66,2
13308,1539,682,2
13309,1078,440,3
13310,704,242,1
13311,1144,462,2
13312,396,110,2
13313,374,176,2
13314,550,176,1
13315,132,88,2
13316,638,198,2
13317,396,220,2
13318,572,176,2
13319,440,220,2
13320,242,110,2
13321,440,220,3
13322,352,110,2
13323,506,154,2
13324,330,242,1
13325,528,286,1
13326,616,242,2
13327,880,418,2
13328,814,198,2
13329,286,88,2
13330,154,66,3
13331,1473,286,1
13332,1319,704,2
13333,462,176,2
13334,352,132,2
13335,748,330,2
13336,484,66,3
13337,506,132,2
13338,1407,616,1
13339,1869,462,1
13340,484,264,2
13341,1210,374,1
13342,550,308,3
13343,1034,572,1
13344,968,418,2
13345,1561,396,2
13346,484,110,2
13347,88,44,2
13348,550,132,1
13349,1297,440,2
13350,440,220,1
13351,418,88,2
13352,1715,946,2
13353,88,22,2
13354,264,110,2
13355,2727,1561,1
13356,484,374,1
13357,1363,550,1
13358,1451,594,1
13359,2815,1144,2
13360,704,198,1
13361,264,132,1
13362,0,0,3
13363,1012,264,2
13364,880,308,2
13365,814,264,1
13366,330,176,2
13367,1297,418,1
13368,880,242,2
13369,418,176,1
13370,1166,528,1
13371,858,154,1
13372,550,308,2
13373,1034,396,3
13374,484,308,3
13375,1122,506,1
13376,462,286,2
13377,748,242,1
13378,1056,242,1
13379,374,154,2
13380,4310,1429,1
13381,726,220,1
13382,1363,616,1
13383,748,44,3
13384,924,528,3
13385,1166,550,2
13386,1210,418,1
13387,2155,506,3
13388,2023,792,2
13389,308,110,2
13390,1297,638,1
13391,132,110,2
13392,220,110,2
13393,462,264,2
13394,462,198,2
13395,418,66,3
13396,1363,616,1
13397,1495,550,2
13398,3123,1627,3
13399,726,242,2
13400,638,242,2
13401,528,308,2
13402,374,88,3
13403,704,198,3
13404,242,88,2
13405,1847,682,1
13406,858,198,1
13407,462,242,2
13408,286,132,2
13409,1253,462,2
13410,1517,418,1
13411,418,110,1
13412,726,264,1
13413,330,66,2
13414,748,352,3
13415,1539,660,1
13416,924,198,1
13417,572,176,3
13418,154,88,2
13419,1649,484,2
13420,2331,836,1
13421,1627,462,2
13422,902,308,2
13423,1275,396,2
13424,44,0,2
13425,462,242,2
13426,396,154,1
13427,484,176,2
13428,528,242,1
13429,330,88,1
13430,1144,660,1
13431,902,462,1
13432,1122,352,1
13433,594,308,1
13434,330,132,1
13435,0,0,2
13436,594,330,1
13437,2067,946,2
13438,902,462,2
13439,3343,946,3
13440,836,308,2
13441,88,88,2
13442,748,374,3
13443,528,242,1
13444,1100,308,1
13445,220,176,2
13446,1034,396,2
13447,660,418,2
13448,484,176,2
13449,1979,594,1
13450,396,154,3
13451,1034,440,3
13452,110,88,2
13453,2661,836,1
13454,352,88,2
13455,0,0,2
13456,1715,1012,3
13457,572,154,1
13458,198,110,2
13459,1166,440,1
13460,286,22,3
13461,506,198,2
13462,242,176,3
13463,5938,2331,3
13464,1144,462,1
13465,198,66,2
13466,1232,726,1
13467,1385,638,1
13468,1495,748,2
13469,550,198,1
13470,506,176,1
13471,374,176,2
13472,1122,462,2
13473,462,264,2
13474,2837,1341,1
13475,1122,396,1
13476,2067,1144,1
13477,2287,572,1
13478,2441,286,1
13479,176,44,1
13480,2947,814,1
13481,220,132,1
13482,1188,308,3
13483,0,0,1
13484,198,66,3
13485,704,308,1
13486,0,0,2
13487,1605,770,1
13488,176,88,3
13489,66,44,1
13490,22,22,3
13491,374,198,2
13492,154,88,1
13493,946,440,1
13494,2837,1144,2
13495,528,286,2
13496,330,66,1
13497,880,440,1
13498,286,44,2
13499,0,0,2
13500,44,22,1
13501,264,88,1
13502,3475,858,1
13503,418,220,3
13504,286,154,1
13505,2265,1166,2
13506,66,44,3
13507,484,264,1
13508,66,22,2
13509,1078,374,2
13510,132,66,2
13511,308,154,1
13512,770,308,1
13513,506,220,2
13514,1188,286,3
13515,2837,594,3
13516,1232,506,2
13517,110,110,2
13518,1166,352,1
13519,88,44,2
13520,0,0,2
13521,528,242,2
13522,924,352,2
13523,2287,770,2
13524,1803,748,2
13525,132,66,2
13526,770,374,2
13527,3409,990,3
13528,418,132,1
13529,770,242,2
13530,1407,396,2
13531,726,198,1
13532,352,88,1
13533,550,308,2
13534,2881,1253,1
13535,3013,1166,1
13536,924,440,1
13537,1210,374,2
13538,44,44,2
13539,924,374,2
13540,198,88,2
13541,1803,770,1
13542,726,264,2
13543,0,0,2
13544,484,286,1
13545,0,0,3
13546,154,88,2
13547,0,0,3
13548,1210,286,1
13549,1473,792,2
13550,704,484,2
13551,1429,594,1
13552,308,176,1
13553,924,396,1
13554,1451,594,2
13555,396,286,2
13556,1253,418,1
13557,176,66,2
13558,154,66,3
13559,1781,660,3
13560,770,374,1
13561,0,0,3
13562,836,176,2
13563,1144,638,3
13564,1561,726,2
13565,748,220,2
13566,594,440,2
13567,1407,726,1
13568,1913,638,2
13569,0,0,1
13570,902,286,3
13571,0,0,3
13572,1166,286,2
13573,330,110,1
13574,1605,770,2
13575,2793,1056,2
13576,4398,1627,1
13577,2221,836,1
13578,990,330,1
13579,572,154,1
13580,1759,858,2
13581,1913,792,1
13582,528,110,3
13583,4200,1605,2
13584,2177,748,1
13585,154,66,1
13586,462,308,2
13587,154,110,2
13588,2793,1253,2
13589,2749,902,1
13590,66,66,2
13591,418,176,3
13592,528,198,3
13593,396,110,3
13594,660,242,2
13595,462,242,2
13596,1561,770,2
13597,132,66,2
13598,0,0,2
13599,7279,2485,3
13600,748,198,2
13601,418,220,1
13602,1869,858,3
13603,418,286,2
13604,462,198,2
13605,1605,506,2
13606,3870,1034,2
13607,1913,572,2
13608,1056,176,2
13609,528,308,2
13610,154,88,2
13611,110,66,2
13612,0,0,2
13613,1363,682,2
13614,616,330,1
13615,418,176,1
13616,2859,1473,2
13617,242,154,2
13618,748,198,2
13619,66,22,2
13620,110,0,3
13621,22,22,3
13622,1561,682,1
13623,726,154,3
13624,1166,396,2
13625,1253,638,2
13626,880,462,1
13627,418,132,3
13628,0,0,1
13629,0,0,1
13630,1429,594,1
13631,374,132,2
13632,836,506,1
13633,0,0,1
13634,0,0,1
13635,748,396,2
13636,462,264,2
13637,4442,1451,1
13638,528,198,1
13639,836,374,2
13640,2771,1363,2
13641,2639,616,3
13642,2507,1385,2
13643,44,44,3
13644,3431,1891,2
13645,1825,616,2
13646,396,242,2
13647,770,352,1
13648,462,286,2
13649,4464,1451,3
13650,1473,462,2
13651,4838,1495,3
13652,1605,506,1
13653,638,264,2
13654,968,374,2
13655,1363,682,1
13656,572,220,2
13657,1232,638,1
13658,1078,418,1
13659,396,154,2
13660,1232,616,2
13661,550,176,2
13662,88,66,1
13663,506,286,2
13664,242,66,2
13665,484,154,1
13666,638,242,2
13667,132,44,2
13668,44,44,2
13669,220,66,1
13670,396,132,2
13671,1232,308,2
13672,660,374,1
13673,198,44,1
13674,1297,462,3
13675,792,220,2
13676,1803,638,2
13677,660,352,2
13678,528,242,2
13679,374,110,1
13680,374,176,2
13681,1693,968,1
13682,484,198,1
13683,66,44,2
13684,44,44,2
13685,616,396,3
13686,660,308,1
13687,1847,990,2
13688,418,198,2
13689,2111,968,2
13690,4134,1847,2
13691,1561,506,1
13692,968,660,1
13693,1078,220,1
13694,726,330,1
13695,2463,1012,2
13696,682,264,3
13697,1166,726,1
13698,286,88,2
13699,1210,440,2
13700,2793,1166,2
13701,1341,660,1
13702,352,176,2
13703,220,132,1
13704,616,242,1
13705,3057,902,2
13706,968,396,2
13707,1275,506,1
13708,1429,748,1
13709,1144,264,1
13710,484,198,2
13711,550,132,2
13712,1583,770,2
13713,462,176,2
13714,880,396,2
13715,1385,748,2
13716,154,66,1
13717,418,264,2
13718,0,0,2
13719,682,396,2
13720,6619,1891,1
13721,66,44,2
13722,704,264,2
13723,1517,352,2
13724,1297,484,2
13725,286,44,3
13726,682,198,2
13727,660,286,1
13728,4090,1495,1
13729,0,0,1
13730,506,220,2
13731,660,242,2
13732,176,110,1
13733,1561,396,3
13734,594,308,2
13735,0,0,2
13736,154,66,2
13737,836,396,2
13738,594,242,2
13739,1517,418,3
13740,880,154,2
13741,374,220,2
13742,1847,704,1
13743,330,286,2
13744,154,66,2
13745,726,198,2
13746,506,198,1
13747,154,88,1
13748,2419,1056,2
13749,2089,726,2
13750,1122,594,2
13751,814,418,2
13752,704,198,1
13753,506,286,2
13754,286,22,1
13755,2111,1275,1
13756,462,154,1
13757,0,0,3
13758,704,330,2
13759,2485,880,2
13760,1078,572,1
13761,1056,374,2
13762,924,198,1
13763,924,440,1
13764,1671,528,1
13765,506,198,2
13766,1517,550,2
13767,132,44,1
13768,330,110,2
13769,1166,616,1
13770,2397,1297,1
13771,22,0,2
13772,242,110,2
13773,132,66,2
13774,110,22,1
13775,1935,1078,2
13776,4772,1407,3
13777,902,242,1
13778,528,176,1
13779,682,176,1
13780,1451,616,1
13781,0,0,1
13782,1583,352,2
13783,1605,462,2
13784,638,220,3
13785,770,110,1
13786,858,330,2
13787,638,220,2
13788,2551,1078,3
13789,1451,682,1
13790,3387,550,3
13791,704,440,2
13792,2155,704,1
13793,440,176,2
13794,462,132,2
13795,946,352,2
13796,814,308,2
13797,3035,1715,1
13798,110,0,2
13799,4200,2023,3
13800,2617,1144,1
13801,110,88,1
13802,2067,792,1
13803,1034,440,2
13804,198,110,2
13805,484,154,2
13806,572,176,2
13807,2419,770,3
13808,1451,572,2
13809,176,88,2
13810,44,0,2
13811,616,220,2
13812,2595,1341,3
13813,352,220,2
13814,836,176,1
13815,2045,1034,1
13816,1671,616,2
13817,286,110,1
13818,374,110,2
13819,1034,506,1
13820,792,264,2
13821,484,132,3
13822,264,110,1
13823,44,0,3
13824,2903,1210,1
13825,880,308,2
13826,22,0,3
13827,2155,1122,2
13828,550,176,2
13829,770,330,2
13830,330,176,1
13831,2529,836,2
13832,1759,638,1
13833,660,330,2
13834,3804,1166,1
13835,1034,462,1
13836,616,330,1
13837,440,264,2
13838,0,0,3
13839,484,242,2
13840,1275,418,2
13841,1012,418,2
13842,1078,440,1
13843,770,330,3
13844,0,0,3
13845,264,198,1
13846,1891,814,2
13847,220,44,2
13848,748,242,2
13849,638,220,1
13850,814,396,2
13851,1891,836,1
13852,726,176,2
13853,176,22,3
13854,902,286,2
13855,2067,770,1
13856,1012,462,2
13857,6004,2947,3
13858,0,0,2
13859,484,242,1
13860,836,220,1
13861,880,374,2
13862,88,22,3
13863,132,0,2
13864,66,22,3
13865,1341,880,2
13866,1100,616,2
13867,330,154,3
13868,2815,924,2
13869,352,220,1
13870,154,44,1
13871,638,132,2
13872,66,22,2
13873,1100,418,2
13874,726,330,2
13875,660,352,2
13876,704,396,2
13877,6861,2639,3
13878,1056,506,1
13879,242,66,1
13880,814,264,3
13881,946,286,2
13882,352,176,2
13883,3760,1319,1
13884,1495,528,1
13885,792,264,1
13886,2023,638,1
13887,3497,1034,3
13888,396,198,2
13889,374,176,2
13890,638,220,2
13891,3299,1144,1
13892,726,440,2
13893,198,88,2
13894,528,198,2
13895,2199,506,1
13896,242,0,3
13897,1561,814,2
13898,594,176,1
13899,748,242,2
13900,396,176,1
13901,220,88,2
13902,880,154,2
13903,968,418,2
13904,616,264,2
13905,0,0,2
13906,1803,902,2
13907,506,110,1
13908,44,44,1
13909,110,22,2
13910,3233,1275,2
13911,660,352,3
13912,1319,594,2
13913,572,264,3
13914,484,308,2
13915,4750,1737,3
13916,1693,792,1
13917,1275,638,2
13918,528,154,1
13919,506,66,1
13920,44,22,1
13921,1078,418,2
13922,5806,1803,3
13923,396,198,2
13924,484,308,2
13925,484,110,1
13926,0,0,3
13927,1847,748,2
13928,660,352,1
13929,528,220,2
13930,1803,682,1
13931,3167,1429,2
13932,946,462,2
13933,3299,990,1
13934,1275,374,2
13935,0,0,1
13936,1407,396,2
13937,308,154,2
13938,3607,1825,2
13939,308,154,3
13940,286,132,3
13941,2023,836,3
13942,286,66,1
13943,308,66,1
13944,0,0,1
13945,1341,374,2
13946,1891,682,3
13947,374,198,1
13948,110,22,1
13949,1034,396,2
13950,286,132,2
13951,550,330,1
13952,1825,968,2
13953,880,330,2
13954,308,110,2
13955,418,66,2
13956,1495,858,2
13957,682,176,2
13958,0,0,1
13959,264,110,2
13960,330,154,1
13961,374,132,1
13962,110,88,2
13963,308,66,2
13964,330,198,1
13965,1429,462,1
13966,220,66,3
13967,308,66,1
13968,374,132,1
13969,242,88,1
13970,132,0,2
13971,176,110,1
13972,1144,594,1
13973,2309,858,1
13974,396,264,2
13975,1232,352,1
13976,1473,748,2
13977,440,242,2
13978,1275,352,1
13979,2529,1385,1
13980,1100,484,3
13981,2881,1297,2
13982,2551,1078,1
13983,814,352,1
13984,132,88,1
13985,880,220,2
13986,2969,814,3
13987,1188,594,1
13988,132,44,2
13989,440,242,1
13990,462,88,2
13991,1451,594,2
13992,1781,506,1
13993,1275,484,2
13994,2133,880,2
13995,1715,572,1
13996,836,396,2
13997,1869,638,2
13998,2221,990,3
13999,1385,682,1
14000,0,0,1
14001,88,22,3
14002,1539,814,2
14003,484,220,2
14004,1188,396,2
14005,1451,154,1
14006,1737,814,2
14007,3826,1605,1
14008,550,132,2
14009,506,198,2
14010,528,198,1
14011,2045,792,1
14012,748,308,2
14013,264,44,2
14014,1275,528,1
14015,0,0,1
14016,638,110,2
14017,5960,1913,3
14018,0,0,3
14019,836,374,1
14020,242,88,1
14021,836,528,1
14022,352,198,2
14023,110,88,2
14024,1429,880,2
14025,1627,528,2
14026,836,484,1
14027,594,198,1
14028,572,396,2
14029,374,154,1
14030,132,110,1
14031,902,264,2
14032,704,264,2
14033,550,154,2
14034,1122,462,1
14035,0,0,1
14036,924,440,1
14037,3760,2265,2
14038,572,220,1
14039,1737,440,2
14040,484,198,2
14041,726,308,1
14042,990,176,1
14043,132,66,2
14044,1869,726,2
14045,6092,2221,3
14046,440,220,2
14047,220,88,1
14048,968,330,2
14049,1495,682,1
14050,198,88,2
14051,1232,770,1
14052,242,66,2
14053,1078,308,2
14054,770,132,3
14055,858,352,1
14056,902,352,1
14057,2067,858,1
14058,88,44,2
14059,308,176,1
14060,550,198,1
14061,792,308,2
14062,1144,352,2
14063,352,176,2
14064,1979,506,2
14065,792,308,1
14066,3167,1451,2
14067,638,132,1
14068,374,198,2
14069,1297,528,3
14070,418,176,1
14071,484,220,1
14072,572,154,2
14073,462,286,2
14074,198,88,3
14075,2309,990,2
14076,1034,418,2
14077,0,0,1
14078,3299,1385,3
14079,308,22,3
14080,3387,1144,2
14081,2529,1385,2
14082,748,330,1
14083,1297,594,2
14084,748,374,2
14085,1166,440,3
14086,5168,1539,3
14087,154,66,2
14088,1253,396,2
14089,308,132,3
14090,264,66,2
14091,2045,616,1
14092,132,88,1
14093,1078,660,3
14094,704,242,1
14095,2023,748,3
14096,3321,1319,2
14097,1100,308,1
14098,2133,660,1
14099,704,264,3
14100,506,176,3
14101,1495,726,2
14102,264,44,2
14103,1232,572,1
14104,1275,528,2
14105,682,286,2
14106,0,0,1
14107,836,286,1
14108,286,176,1
14109,792,286,1
14110,990,550,2
14111,352,44,2
14112,1232,374,1
14113,0,0,1
14114,1144,308,1
14115,1034,374,2
14116,792,264,1
14117,770,440,1
14118,22,0,3
14119,968,154,3
14120,902,242,2
14121,2199,924,1
14122,4596,2199,1
14123,726,242,1
14124,484,220,2
14125,2353,924,3
14126,2793,1539,2
14127,0,0,3
14128,1649,418,1
14129,1517,462,2
14130,770,176,3
14131,418,176,2
14132,462,242,2
14133,330,132,2
14134,792,242,2
14135,1913,836,2
14136,792,198,1
14137,2155,726,1
14138,1869,792,2
14139,1232,616,3
14140,1100,616,2
14141,462,264,2
14142,682,308,3
14143,2177,1056,2
14144,1034,440,2
14145,836,308,2
14146,44,22,2
14147,638,308,1
14148,0,0,2
14149,1825,616,1
14150,946,374,3
14151,330,110,2
14152,924,176,2
14153,792,220,1
14154,1385,396,1
14155,3189,726,1
14156,88,44,2
14157,770,440,2
14158,1100,396,1
14159,2023,770,3
14160,462,132,3
14161,220,88,3
14162,1144,550,1
14163,286,220,1
14164,330,198,2
14165,110,88,1
14166,1649,396,1
14167,22,22,1
14168,1034,330,2
14169,880,330,1
14170,0,0,1
14171,2221,880,3
14172,286,110,2
14173,198,110,2
14174,374,176,1
14175,374,132,2
14176,110,66,1
14177,176,44,2
14178,3673,1297,1
14179,396,154,2
14180,1451,616,3
14181,638,264,1
14182,990,308,2
14183,924,352,1
14184,1517,440,2
14185,528,374,3
14186,616,220,2
14187,638,220,3
14188,1144,528,1
14189,528,88,1
14190,528,264,2
14191,880,506,2
14192,1495,638,2
14193,3123,1385,1
14194,968,396,1
14195,616,198,2
14196,2419,1100,1
14197,1144,352,2
14198,352,132,2
14199,44,22,2
14200,2067,638,3
14201,1869,770,1
14202,638,264,2
14203,2243,990,1
14204,990,242,1
14205,968,308,2
14206,3629,1385,1
14207,968,308,1
14208,924,242,1
14209,0,0,1
14210,132,110,3
14211,176,44,1
14212,594,374,2
14213,550,242,2
14214,748,264,2
14215,2045,748,2
14216,484,220,2
14217,858,286,1
14218,66,66,2
14219,1341,396,1
14220,770,132,2
14221,990,528,2
14222,704,220,2
14223,2067,1034,2
14224,572,176,1
14225,352,154,1
14226,572,154,1
14227,528,176,1
14228,1429,616,3
14229,1363,682,1
14230,3321,1319,1
14231,440,66,2
14232,858,198,2
14233,110,88,2
14234,2419,1210,2
14235,594,198,2
14236,44,44,3
14237,6355,2573,3
14238,1561,726,1
14239,1012,594,1
14240,1429,616,1
14241,330,154,1
14242,286,198,2
14243,220,176,3
14244,0,0,2
14245,968,374,2
14246,1429,770,2
14247,462,132,2
14248,440,154,2
14249,1803,924,2
14250,2067,1034,3
14251,1122,572,2
14252,66,0,2
14253,242,66,2
14254,176,132,2
14255,792,198,1
14256,198,88,2
14257,1451,726,2
14258,286,198,2
14259,154,66,2
14260,1078,396,1
14261,374,264,3
14262,792,198,1
14263,374,132,1
14264,374,264,2
14265,1297,286,1
14266,1012,440,1
14267,528,264,2
14268,176,132,2
14269,594,418,2
14270,1341,352,1
14271,418,154,2
14272,4838,2529,2
14273,2265,704,2
14274,1100,572,2
14275,330,66,2
14276,924,286,1
14277,1891,682,1
14278,2727,1188,3
14279,1078,462,3
14280,132,88,1
14281,572,110,1
14282,2683,550,1
14283,0,0,3
14284,1012,374,2
14285,220,44,1
14286,968,330,2
14287,1056,616,1
14288,1319,550,2
14289,594,330,2
14290,440,154,1
14291,616,220,2
14292,990,418,2
14293,902,308,2
14294,1759,792,1
14295,5652,2133,3
14296,330,88,1
14297,1078,352,1
14298,2903,1627,3
14299,2265,792,1
14300,550,220,3
14301,2177,704,1
14302,352,198,2
14303,3255,1649,2
14304,154,44,1
14305,572,242,2
14306,836,330,2
14307,2441,1253,2
14308,110,88,2
14309,3914,1957,1
14310,2573,1078,3
14311,946,374,2
14312,550,198,1
14313,704,220,1
14314,0,0,2
14315,1034,704,2
14316,946,220,1
14317,66,44,2
14318,374,66,1
14319,2749,968,1
14320,3167,1759,2
14321,594,154,1
14322,418,88,1
14323,990,374,2
14324,198,132,1
14325,220,132,1
14326,1957,880,2
14327,1473,528,2
14328,0,0,2
14329,1341,462,2
14330,176,66,3
14331,572,242,2
14332,594,330,2
14333,880,440,1
14334,2749,1539,2
14335,132,66,3
14336,1188,462,1
14337,0,0,3
14338,242,66,2
14339,924,198,2
14340,2661,792,3
14341,1737,638,1
14342,660,352,2
14343,660,154,1
14344,220,22,3
14345,2177,726,1
14346,352,176,1
14347,352,154,1
14348,704,308,1
14349,352,242,2
14350,198,88,2
14351,858,374,2
14352,1847,770,2
14353,1385,462,1
14354,550,330,1
14355,528,176,2
14356,374,154,1
14357,660,220,2
14358,242,88,2
14359,550,220,2
14360,2001,1034,2
14361,1407,660,1
14362,0,0,2
14363,176,88,2
14364,1078,440,2
14365,704,330,1
14366,2023,1056,2
14367,550,242,2
14368,154,88,2
14369,396,198,3
14370,550,264,2
14371,704,132,1
14372,264,88,2
14373,660,242,2
14374,0,0,2
14375,924,286,2
14376,198,132,2
14377,264,88,2
14378,1232,968,2
14379,0,0,2
14380,660,440,2
14381,572,154,1
14382,704,308,2
14383,110,66,2
14384,176,88,2
14385,902,374,2
14386,1605,638,1
14387,1825,968,2
14388,418,110,1
14389,770,506,1
14390,1715,902,1
14391,704,110,1
14392,286,176,2
14393,56803,19352,1
14394,1297,858,1
14395,858,220,3
14396,22,22,1
14397,198,110,3
14398,1253,638,1
14399,4706,1671,2
14400,154,88,2
14401,4354,1671,3
14402,902,440,2
14403,242,132,2
14404,968,374,3
14405,968,264,2
14406,1188,594,2
14407,704,352,3
14408,1253,440,3
14409,660,352,2
14410,176,66,3
14411,1297,616,1
14412,3431,1078,1
14413,1188,484,3
14414,0,0,2
14415,5894,2749,3
14416,616,264,1
14417,0,0,2
14418,88,22,2
14419,3057,836,1
14420,462,264,1
14421,792,286,1
14422,1210,352,2
14423,528,220,2
14424,286,88,2
14425,242,66,2
14426,638,242,2
14427,1012,154,2
14428,616,242,2
14429,1363,836,2
14430,264,110,1
14431,154,88,1
14432,418,176,1
14433,1847,660,1
14434,0,0,3
14435,1451,726,1
14436,2309,1429,3
14437,704,154,2
14438,110,88,3
14439,330,198,2
14440,264,110,2
14441,330,198,2
14442,924,352,1
14443,5366,1825,3
14444,66,44,3
14445,132,44,2
14446,836,242,2
14447,594,264,2
14448,1517,616,1
14449,242,132,2
14450,440,242,1
14451,132,44,2
14452,1034,440,3
14453,1869,902,1
14454,1319,572,2
14455,154,66,2
14456,220,176,3
14457,0,0,2
14458,572,176,3
14459,1188,506,2
14460,924,550,2
14461,1232,484,2
14462,154,22,3
14463,308,110,2
14464,198,132,3
14465,1671,946,1
14466,1188,638,2
14467,22,0,3
14468,2705,1056,1
14469,704,264,1
14470,3431,968,1
14471,748,220,1
14472,792,132,3
14473,572,242,2
14474,1078,440,2
14475,594,264,1
14476,0,0,3
14477,572,308,1
14478,264,176,3
14479,2815,1078,1
14480,440,154,2
14481,1451,484,2
14482,2661,1144,2
14483,220,66,2
14484,506,154,3
14485,0,0,2
14486,352,132,3
14487,660,242,3
14488,484,176,2
14489,440,66,2
14490,66,44,2
14491,198,66,1
14492,462,44,1
14493,902,176,3
14494,198,110,2
14495,352,176,1
14496,594,264,2
14497,1188,396,1
14498,704,154,1
14499,858,374,2
14500,704,440,2
14501,484,330,2
14502,8357,4178,1
14503,352,88,1
14504,748,418,1
14505,462,132,2
14506,880,506,1
14507,1056,264,3
14508,484,286,3
14509,946,440,3
14510,176,88,1
14511,1210,220,2
14512,132,110,1
14513,1122,418,3
14514,22,0,3
14515,220,110,1
14516,1144,440,2
14517,1275,616,1
14518,1144,440,1
14519,572,286,1
14520,440,132,2
14521,374,176,2
14522,2925,1407,2
14523,1275,616,1
14524,968,330,2
14525,220,44,2
14526,1627,572,3
14527,1363,594,2
14528,1144,506,2
14529,1385,308,1
14530,374,110,2
14531,0,0,2
14532,1078,506,1
14533,484,132,1
14534,836,440,2
14535,3519,1495,2
14536,418,176,2
14537,286,132,2
14538,550,264,1
14539,1913,528,1
14540,1297,638,2
14541,1188,330,1
14542,3211,1561,3
14543,7345,2903,1
14544,176,132,2
14545,2001,858,2
14546,154,88,2
14547,440,242,1
14548,220,88,2
14549,836,396,2
14550,550,154,2
14551,418,66,3
14552,1847,770,2
14553,638,198,3
14554,990,374,1
14555,44,44,3
14556,440,198,2
14557,484,176,1
14558,3277,1188,2
14559,330,264,2
14560,1078,330,1
14561,1056,418,1
14562,924,264,2
14563,1100,418,2
14564,352,88,2
14565,2419,792,2
14566,616,286,1
14567,176,88,1
14568,154,0,1
14569,132,132,1
14570,0,0,1
14571,198,110,2
14572,440,220,1
14573,902,264,1
14574,462,176,3
14575,660,176,2
14576,396,132,1
14577,638,264,2
14578,308,176,2
14579,374,176,2
14580,1319,682,1
14581,2969,1451,2
14582,132,66,1
14583,1891,682,1
14584,0,0,1
14585,88,66,2
14586,1495,638,2
14587,1078,374,2
14588,286,176,1
14589,484,198,2
14590,682,462,1
14591,242,132,2
14592,5168,1957,1
14593,11919,5212,1
14594,2199,616,2
14595,1210,550,1
14596,462,198,2
14597,198,44,2
14598,3782,990,3
14599,748,176,2
14600,374,110,2
14601,704,352,2
14602,2221,1034,2
14603,946,550,2
14604,2529,902,1
14605,1979,792,2
14606,1407,484,1
14607,726,308,1
14608,3035,1341,2
14609,242,88,2
14610,132,44,2
14611,506,154,1
14612,0,0,2
14613,88,44,2
14614,352,66,1
14615,198,66,2
14616,748,440,2
14617,2331,990,2
14618,2727,748,1
14619,550,220,3
14620,968,418,2
14621,6971,2837,1
14622,22,22,1
14623,1166,264,1
14624,1693,880,2
14625,242,88,2
14626,1210,242,1
14627,352,66,3
14628,2243,1012,1
14629,0,0,2
14630,924,374,2
14631,1056,594,2
14632,110,44,2
14633,2067,704,1
14634,880,396,2
14635,308,110,2
14636,1232,616,2
14637,1056,396,2
14638,550,198,3
14639,264,154,1
14640,1012,396,1
14641,132,44,2
14642,1825,858,2
14643,308,110,1
14644,616,88,1
14645,220,88,1
14646,1913,946,2
14647,4200,1473,3
14648,748,198,2
14649,968,286,2
14650,22,22,3
14651,1078,198,2
14652,3145,1869,2
14653,352,88,2
14654,1253,594,2
14655,506,198,2
14656,990,352,2
14657,1605,352,2
14658,484,110,2
14659,880,616,2
14660,220,154,2
14661,220,132,2
14662,1517,396,1
14663,418,176,2
14664,286,88,2
14665,550,264,3
14666,484,110,1
14667,1144,660,2
14668,330,132,1
14669,418,132,1
14670,880,264,2
14671,462,286,2
14672,1078,374,2
14673,220,110,2
14674,1407,792,1
14675,1407,528,3
14676,418,154,2
14677,2705,1232,1
14678,132,66,3
14679,1825,792,3
14680,22,22,1
14681,374,154,2
14682,594,220,2
14683,2419,902,2
14684,0,0,1
14685,814,132,1
14686,3189,1144,2
14687,330,198,3
14688,396,110,2
14689,220,110,2
14690,2947,1078,1
14691,88,22,2
14692,0,0,1
14693,132,0,1
14694,1056,462,1
14695,836,352,1
14696,154,66,2
14697,4244,1957,1
14698,550,110,3
14699,880,396,2
14700,374,198,2
14701,3299,1495,3
14702,2221,902,3
14703,1166,594,2
14704,924,440,2
14705,638,220,2
14706,506,154,2
14707,594,220,2
14708,1781,770,1
14709,506,176,1
14710,154,88,2
14711,2507,792,1
14712,1451,924,1
14713,44,0,3
14714,1166,550,1
14715,352,154,1
14716,990,242,2
14717,1561,462,2
14718,1122,286,1
14719,264,88,2
14720,110,88,2
14721,550,176,2
14722,1056,572,2
14723,880,352,3
14724,1232,396,1
14725,682,352,2
14726,242,154,2
14727,352,198,2
14728,572,154,1
14729,1253,418,1
14730,506,220,1
14731,1583,770,2
14732,132,88,2
14733,2023,946,2
14734,528,132,2
14735,1627,616,2
14736,550,154,1
14737,0,0,3
14738,748,176,2
14739,1495,792,1
14740,22,22,2
14741,1847,990,2
14742,726,286,2
14743,242,66,2
14744,2177,792,1
14745,154,110,2
14746,2793,1100,2
14747,352,110,2
14748,2353,924,1
14749,3365,1385,3
14750,748,242,1
14751,1825,682,2
14752,4508,2133,2
14753,330,44,1
14754,1012,440,1
14755,1935,1034,1
14756,2793,924,1
14757,594,286,1
14758,660,374,1
14759,594,264,2
14760,484,198,2
14761,836,462,1
