,envios,ventas,nivel
14762,902,44,1
14763,176,44,1
14764,154,44,2
14765,308,198,2
14766,198,110,2
14767,264,66,2
14768,682,242,2
14769,2265,1100,2
14770,220,110,3
14771,726,308,1
14772,330,110,2
14773,836,330,1
14774,0,0,1
14775,704,264,1
14776,176,66,1
14777,616,286,2
14778,968,506,2
14779,550,220,2
14780,0,0,2
14781,0,0,2
14782,1144,396,1
14783,3585,1012,1
14784,176,88,2
14785,792,308,2
14786,660,330,2
14787,682,264,2
14788,572,286,1
14789,616,286,1
14790,1078,418,2
14791,286,66,1
14792,462,198,2
14793,5080,1979,3
14794,594,286,3
14795,1649,638,2
14796,1979,924,2
14797,726,242,2
14798,1869,352,2
14799,1803,814,2
14800,176,132,1
14801,990,462,1
14802,660,220,2
14803,924,352,3
14804,1078,396,1
14805,770,154,3
14806,176,88,1
14807,1891,792,1
14808,2133,792,2
14809,440,198,2
14810,1385,638,3
14811,2727,1056,1
14812,352,132,1
14813,638,132,1
14814,242,66,1
14815,1979,1078,1
14816,506,264,2
14817,946,286,1
14818,286,110,1
14819,1319,550,2
14820,792,308,3
14821,748,308,1
14822,638,242,1
14823,1188,418,2
14824,1539,704,2
14825,242,110,1
14826,418,176,1
14827,242,66,1
14828,352,154,1
14829,572,176,3
14830,1297,352,1
14831,2133,770,1
14832,1407,616,1
14833,638,352,1
14834,0,0,3
14835,528,198,1
14836,1583,726,1
14837,132,66,1
14838,858,418,3
14839,352,198,1
14840,572,352,2
14841,1869,594,2
14842,176,88,2
14843,1869,396,1
14844,440,88,1
14845,726,176,2
14846,132,22,1
14847,286,154,2
14848,506,176,2
14849,1737,484,1
14850,418,176,1
14851,616,242,2
14852,264,88,2
14853,88,0,1
14854,748,396,2
14855,1605,638,2
14856,286,88,1
14857,1210,418,1
14858,550,198,1
14859,2661,1012,1
14860,418,264,2
14861,352,66,1
14862,110,88,2
14863,0,0,2
14864,374,132,1
14865,44,22,2
14866,418,286,2
14867,110,66,2
14868,242,110,2
14869,220,66,1
14870,396,154,2
14871,154,110,2
14872,1297,748,1
14873,968,330,2
14874,220,154,3
14875,616,176,2
14876,1297,484,2
14877,264,66,2
14878,594,198,2
14879,990,572,2
14880,198,22,2
14881,286,176,1
14882,1473,660,1
14883,176,88,1
14884,1693,836,2
14885,242,44,1
14886,660,198,1
14887,1539,704,2
14888,154,110,2
14889,550,264,1
14890,770,220,2
14891,352,88,2
14892,286,88,2
14893,792,198,2
14894,352,220,1
14895,990,418,1
14896,968,330,1
14897,330,176,2
14898,154,88,2
14899,1451,594,2
14900,2309,1341,2
14901,0,0,3
14902,132,66,2
14903,352,132,2
14904,1671,572,2
14905,462,220,2
14906,2045,770,2
14907,2001,858,2
14908,352,220,2
14909,1363,418,1
14910,924,506,1
14911,946,330,1
14912,1627,902,2
14913,242,88,1
14914,550,220,1
14915,704,264,2
14916,198,88,1
14917,484,154,1
14918,154,66,3
14919,462,264,1
14920,660,242,2
14921,0,0,1
14922,0,0,2
14923,3189,1144,2
14924,1957,814,1
14925,770,418,1
14926,1913,462,2
14927,396,220,2
14928,2507,770,2
14929,1671,748,1
14930,3013,1913,2
14931,88,44,2
14932,1561,484,1
14933,572,330,3
14934,2815,1188,2
14935,1144,660,1
14936,88,66,2
14937,968,396,2
14938,1451,572,3
14939,3453,1495,2
14940,1034,484,3
14941,1429,528,3
14942,1232,440,2
14943,1188,308,1
14944,352,88,1
14945,2221,858,3
14946,5718,3673,3
14947,462,198,2
14948,2617,946,3
14949,814,330,1
14950,1429,440,1
14951,990,418,1
14952,396,220,1
14953,660,286,3
14954,3255,1144,1
14955,286,132,2
14956,440,264,1
14957,3870,946,1
14958,1407,616,1
14959,836,308,1
14960,1341,704,2
14961,3365,880,1
14962,1363,726,2
14963,1188,638,1
14964,0,0,2
14965,374,176,1
14966,1803,880,2
14967,484,264,2
14968,132,110,2
14969,880,242,2
14970,4706,2089,2
14971,946,572,2
14972,2243,660,1
14973,1385,528,1
14974,0,0,3
14975,638,264,2
14976,22,0,3
14977,1979,880,2
14978,242,88,1
14979,6355,2419,3
14980,176,88,3
14981,418,44,2
14982,374,110,1
14983,792,264,1
14984,1232,616,2
14985,396,176,1
14986,264,88,2
14987,1979,1056,2
14988,0,0,3
14989,616,176,2
14990,1012,638,1
14991,3343,1232,3
14992,836,418,2
14993,0,0,2
14994,110,22,1
14995,660,308,2
14996,1188,528,2
14997,242,110,2
14998,1715,594,1
14999,264,44,3
15000,704,242,2
15001,44,44,2
15002,2309,682,2
15003,2485,1495,2
15004,616,88,2
15005,1319,726,2
15006,1561,814,2
15007,1210,418,2
15008,616,352,2
15009,66,44,1
15010,1407,594,1
15011,1407,330,1
15012,968,374,2
15013,946,330,1
15014,528,242,2
15015,858,286,2
15016,1122,396,2
15017,550,264,2
15018,1166,264,1
15019,550,242,2
15020,264,110,2
15021,1012,154,1
15022,2375,836,2
15023,1319,726,1
15024,1605,792,2
15025,770,330,2
15026,814,352,1
15027,22,22,3
15028,1869,836,3
15029,2573,1188,2
15030,748,330,2
15031,682,330,2
15032,1517,770,3
15033,330,110,1
15034,154,88,2
15035,1363,638,2
15036,6927,2815,3
15037,572,132,1
15038,2617,1253,2
15039,792,396,1
15040,242,88,2
15041,242,154,2
15042,968,572,2
15043,1144,506,2
15044,330,154,2
15045,616,286,2
15046,1341,374,1
15047,748,242,2
15048,1473,792,1
15049,1517,660,2
15050,110,88,1
15051,506,198,3
15052,1759,836,2
15053,1407,616,2
15054,638,242,1
15055,330,264,1
15056,1341,418,1
15057,88,44,1
15058,550,242,2
15059,88,22,2
15060,484,176,1
15061,2683,638,3
15062,286,132,1
15063,924,330,2
15064,946,264,1
15065,88,22,3
15066,1100,506,1
15067,1341,506,1
15068,88,66,2
15069,1012,374,2
15070,132,110,1
15071,990,374,3
15072,638,176,3
15073,3629,1210,3
15074,902,572,2
15075,814,286,1
15076,1363,594,2
15077,924,132,1
15078,3255,1847,2
15079,220,66,3
15080,308,22,1
15081,968,264,3
15082,2111,660,1
15083,4750,1319,3
15084,1210,418,3
15085,1122,418,2
15086,0,0,3
15087,242,110,1
15088,220,110,2
15089,1210,506,2
15090,484,198,2
15091,638,264,3
15092,2727,1363,2
15093,418,110,1
15094,1429,440,2
15095,1319,506,1
15096,264,110,1
15097,2573,1034,2
15098,5080,1847,3
15099,308,176,3
15100,330,242,2
15101,1253,550,2
15102,1056,462,2
15103,572,264,1
15104,462,198,2
15105,2375,814,1
15106,3123,1166,1
15107,0,0,2
15108,682,308,2
15109,2023,726,2
15110,176,132,2
15111,1979,924,2
15112,2375,1100,2
15113,308,154,2
15114,2309,1275,2
15115,1122,660,2
15116,88,44,1
15117,550,220,2
15118,506,154,3
15119,0,0,3
15120,1166,418,1
15121,660,286,2
15122,726,286,1
15123,1759,638,1
15124,1210,506,2
15125,220,44,1
15126,704,286,1
15127,528,220,1
15128,242,176,2
15129,110,44,2
15130,0,0,1
15131,946,264,1
15132,484,198,2
15133,1319,550,2
15134,726,198,2
15135,638,330,1
15136,110,44,3
15137,2441,1034,2
15138,352,132,2
15139,396,88,3
15140,484,264,2
15141,1495,352,1
15142,1012,440,2
15143,4464,1495,2
15144,132,22,2
15145,66,44,2
15146,506,132,1
15147,1166,462,1
15148,4662,2067,1
15149,2133,704,1
15150,682,286,2
15151,330,198,1
15152,0,0,2
15153,792,198,1
15154,594,352,1
15155,990,264,2
15156,792,352,1
15157,946,352,1
15158,440,154,2
15159,1144,176,1
15160,2595,1275,1
15161,1056,330,2
15162,176,132,2
15163,198,88,1
15164,924,572,1
15165,1451,748,2
15166,506,176,2
15167,2727,1210,2
15168,726,198,2
15169,902,176,3
15170,2067,858,1
15171,132,88,2
15172,22,22,3
15173,1869,616,1
15174,836,308,1
15175,616,374,2
15176,418,176,2
15177,1188,374,1
15178,462,154,3
15179,550,66,2
15180,946,286,1
15181,902,396,2
15182,484,308,3
15183,638,132,1
15184,1232,638,1
15185,638,242,2
15186,198,44,3
15187,506,132,1
15188,2903,1913,2
15189,110,44,2
15190,154,44,3
15191,814,418,2
15192,110,88,3
15193,154,44,2
15194,1979,396,1
15195,374,132,2
15196,4662,2045,1
15197,440,308,1
15198,396,66,2
15199,110,88,1
15200,572,242,2
15201,440,132,3
15202,3585,1188,3
15203,88,44,2
15204,902,396,2
15205,110,66,3
15206,550,220,2
15207,132,88,1
15208,0,0,1
15209,814,374,2
15210,418,198,2
15211,1363,616,1
15212,6267,2617,3
15213,638,264,1
15214,1341,704,1
15215,88,0,1
15216,528,132,2
15217,3189,1275,2
15218,2551,1144,2
15219,1100,374,1
15220,594,198,1
15221,0,0,1
15222,5344,2111,2
15223,1671,462,2
15224,682,198,3
15225,1737,594,3
15226,0,0,1
15227,308,44,2
15228,1561,462,3
15229,1825,792,3
15230,990,572,2
15231,1891,660,2
15232,286,132,3
15233,616,242,2
15234,1012,242,1
15235,198,110,2
15236,1759,814,3
15237,1847,660,2
15238,462,176,3
15239,1627,506,3
15240,220,132,2
15241,616,220,2
15242,2331,1056,3
15243,1495,704,3
15244,704,264,2
15245,506,176,1
15246,2001,330,1
15247,968,440,1
15248,528,330,2
15249,946,484,1
15250,440,154,1
15251,726,220,1
15252,0,0,3
15253,814,286,2
15254,0,0,1
15255,2815,1012,1
15256,1847,814,2
15257,0,0,2
15258,5740,1957,3
15259,352,132,2
15260,88,44,1
15261,1539,594,1
15262,1759,660,3
15263,748,352,3
15264,440,242,1
15265,0,0,2
15266,242,132,2
15267,198,88,2
15268,2375,1166,2
15269,1144,352,2
15270,2045,638,3
15271,330,242,1
15272,1341,506,2
15273,440,176,1
15274,902,264,3
15275,1495,858,2
15276,858,330,1
15277,0,0,2
15278,154,44,2
15279,2859,792,1
15280,2529,1385,2
15281,2419,1012,1
15282,726,264,2
15283,242,44,2
15284,462,88,2
15285,1012,308,2
15286,528,154,2
15287,0,0,2
15288,682,88,3
15289,1561,616,2
15290,0,0,2
15291,528,176,1
15292,1715,880,2
15293,2947,1583,2
15294,1056,616,1
15295,1605,484,1
15296,396,198,1
15297,5234,2023,3
15298,1144,528,1
15299,990,528,2
15300,154,132,2
15301,1297,660,2
15302,1341,440,1
15303,1759,418,1
15304,0,0,2
15305,5630,1627,3
15306,572,396,2
15307,110,88,2
15308,1034,550,1
15309,3321,1473,3
15310,220,176,2
15311,528,66,1
15312,352,154,2
15313,264,198,2
15314,616,308,2
15315,572,352,2
15316,550,308,1
15317,704,462,1
15318,396,220,1
15319,902,374,2
15320,572,198,2
15321,1232,418,1
15322,1056,418,1
15323,792,286,2
15324,1210,638,1
15325,2925,1341,2
15326,1144,330,2
15327,2441,1517,1
15328,924,198,3
15329,484,352,2
15330,2551,638,2
15331,330,110,2
15332,198,110,2
15333,396,198,2
15334,572,242,1
15335,1847,506,1
15336,1210,374,1
15337,1100,462,2
15338,3035,1144,1
15339,374,110,3
15340,572,242,2
15341,1451,396,1
15342,1473,550,1
15343,726,418,1
15344,1737,792,2
15345,0,0,3
15346,286,66,2
15347,1407,594,2
15348,968,286,1
15349,1253,462,2
15350,726,374,2
15351,2463,1012,1
15352,2771,880,2
15353,1473,484,1
15354,682,198,2
15355,594,286,3
15356,1166,572,1
15357,2749,1188,2
15358,1166,594,2
15359,2815,1210,2
15360,88,66,1
15361,1649,770,3
15362,308,88,2
15363,704,286,3
15364,330,88,2
15365,550,352,2
15366,1188,308,3
15367,814,374,2
15368,1056,264,1
15369,880,352,3
15370,550,242,1
15371,836,264,2
15372,528,308,1
15373,484,220,1
15374,792,264,1
15375,3541,1341,1
15376,66,44,2
15377,176,132,2
15378,594,330,2
15379,880,308,2
15380,308,88,1
15381,748,286,1
15382,3079,1122,2
15383,2859,1144,1
15384,572,264,2
15385,44,44,3
15386,3585,1605,1
15387,836,242,2
15388,1561,792,2
15389,22,22,2
15390,176,66,1
15391,198,110,2
15392,1473,792,1
15393,330,132,2
15394,2881,1144,2
15395,198,154,1
15396,1363,550,3
15397,154,88,2
15398,242,110,2
15399,4508,1056,1
15400,110,22,3
15401,66,0,2
15402,3738,1781,2
15403,308,110,2
15404,594,198,3
15405,1122,440,1
15406,858,396,2
15407,814,308,1
15408,704,220,2
15409,0,0,3
15410,2507,1319,2
15411,1100,572,1
15412,484,66,1
15413,110,66,1
15414,2067,990,2
15415,814,308,1
15416,264,44,1
15417,110,0,3
15418,1847,396,1
15419,770,308,2
15420,396,176,2
15421,704,418,2
15422,176,22,1
15423,5432,2529,3
15424,1341,638,2
15425,638,352,3
15426,924,396,1
15427,814,264,2
15428,396,198,3
15429,506,198,2
15430,748,242,2
15431,594,66,1
15432,682,242,2
15433,22,22,1
15434,836,264,1
15435,2199,1517,3
15436,330,22,1
15437,374,154,1
15438,594,154,1
15439,1759,814,2
15440,660,308,2
15441,462,132,2
15442,4750,2265,2
15443,572,198,3
15444,968,440,1
15445,374,220,2
15446,2397,1473,1
15447,4816,1605,2
15448,286,154,2
15449,1781,726,2
15450,1275,550,1
15451,770,440,2
15452,330,66,2
15453,44,22,3
15454,1122,286,1
15455,176,88,2
15456,660,242,1
15457,418,132,2
15458,440,176,1
15459,572,110,1
15460,1275,770,2
15461,2353,902,2
15462,88,66,3
15463,990,660,2
15464,440,308,1
15465,352,264,2
15466,154,66,3
15467,484,264,2
15468,1078,506,2
15469,3343,1385,2
15470,1122,264,2
15471,528,154,1
15472,154,110,2
15473,682,308,1
15474,1539,792,2
15475,352,132,2
15476,242,132,3
15477,3717,814,2
15478,1517,660,1
15479,396,154,2
15480,638,352,2
15481,2045,880,1
15482,462,176,1
15483,0,0,1
15484,682,110,1
15485,66,44,1
15486,286,154,2
15487,484,286,2
15488,1539,990,1
15489,1210,506,1
15490,1913,924,3
15491,88,22,2
15492,726,462,2
15493,550,330,2
15494,75760,29710,1
15495,198,110,3
15496,682,220,1
15497,0,0,2
15498,1034,374,2
15499,682,176,2
15500,990,616,2
15501,220,66,1
15502,968,374,1
15503,0,0,1
15504,1144,154,2
15505,704,352,2
15506,308,198,2
15507,374,176,1
15508,946,418,2
15509,44,44,2
15510,88,44,2
15511,858,396,1
15512,748,264,2
15513,1078,418,1
15514,1210,572,2
15515,528,220,2
15516,1232,550,3
15517,3914,1078,3
15518,1341,418,1
15519,286,110,2
15520,220,88,1
15521,0,0,2
15522,1012,440,2
15523,836,396,2
15524,132,22,2
15525,2133,638,2
15526,2507,946,1
15527,748,506,2
15528,374,110,1
15529,3629,1122,3
15530,1166,418,1
15531,8665,4376,1
15532,550,132,1
15533,308,110,2
15534,990,440,1
15535,440,286,3
15536,1078,440,2
15537,1407,396,2
15538,1451,572,2
15539,946,462,2
15540,572,264,2
15541,506,308,1
15542,616,352,2
15543,550,286,2
15544,572,264,1
15545,12755,4134,2
15546,88,44,3
15547,1605,528,3
15548,154,88,1
15549,1297,484,1
15550,528,176,2
15551,242,154,1
15552,0,0,2
15553,770,264,2
15554,220,110,2
15555,198,66,2
15556,2683,814,1
15557,330,110,3
15558,924,220,1
15559,1363,506,2
15560,5124,2397,3
15561,0,0,1
15562,4948,2529,1
15563,220,88,3
15564,1056,352,2
15565,594,220,2
15566,1210,286,1
15567,3211,1144,3
15568,1451,770,2
15569,88,44,2
15570,3321,1166,3
15571,286,88,3
15572,1803,792,2
15573,550,176,1
15574,88,66,2
15575,352,110,2
15576,1144,792,1
15577,1715,924,1
15578,4178,2111,3
15579,0,0,2
15580,484,220,2
15581,572,308,2
15582,1166,594,1
15583,0,0,1
15584,264,22,1
15585,308,242,2
15586,3453,968,1
15587,616,286,2
15588,1188,330,1
15589,286,198,2
15590,1913,770,2
15591,1056,198,3
15592,462,264,1
15593,726,352,1
15594,2991,1363,2
15595,836,308,3
15596,396,198,3
15597,1275,484,3
15598,704,220,1
15599,880,440,2
15600,1078,418,3
15601,902,374,1
15602,2001,968,1
15603,352,132,3
15604,198,44,2
15605,1803,396,1
15606,1495,594,3
15607,990,440,1
15608,3519,682,1
15609,242,132,3
15610,352,110,2
15611,286,110,3
15612,1913,1012,2
15613,374,264,2
15614,814,242,2
15615,638,286,2
15616,2793,1253,1
15617,88,22,2
15618,4002,1627,3
15619,792,396,2
15620,946,330,2
15621,1627,704,2
15622,154,22,1
15623,352,198,1
15624,484,242,3
15625,264,220,1
15626,1122,550,2
15627,968,506,1
15628,704,176,1
15629,484,198,3
15630,1605,550,2
15631,286,88,2
15632,638,286,2
15633,968,352,2
15634,418,176,1
15635,726,242,1
15636,1539,792,2
15637,110,88,3
15638,0,0,1
15639,1583,770,2
15640,308,176,1
15641,660,330,1
15642,616,286,1
15643,814,418,1
15644,176,44,2
15645,0,0,2
15646,2529,814,2
15647,572,198,3
15648,132,44,2
15649,2991,1473,1
15650,1078,506,2
15651,1341,528,2
15652,2441,1100,1
15653,2397,814,2
15654,550,176,1
15655,352,44,2
15656,3299,1407,2
15657,374,198,2
15658,1935,1012,1
15659,990,352,1
15660,1671,550,2
15661,1012,374,1
15662,154,88,1
15663,242,154,3
15664,1012,396,2
15665,572,198,3
15666,264,176,1
15667,594,308,2
15668,1188,484,2
15669,638,176,3
15670,286,132,2
15671,0,0,3
15672,1188,528,2
15673,418,132,3
15674,946,418,2
15675,396,220,1
15676,308,88,1
15677,1737,792,2
15678,462,88,2
15679,286,242,2
15680,682,330,2
15681,2815,1385,2
15682,330,88,1
15683,308,110,3
15684,440,220,1
15685,264,198,2
15686,616,308,1
15687,330,88,1
15688,682,374,3
15689,66,44,2
15690,418,220,1
15691,1056,616,2
15692,462,220,2
15693,1957,1100,2
15694,1825,990,1
15695,0,0,1
15696,1253,462,1
15697,22,22,2
15698,924,132,1
15699,0,0,1
15700,330,176,1
15701,1122,308,2
15702,2045,440,1
15703,1385,792,1
15704,2397,990,2
15705,682,308,2
15706,484,176,2
15707,1056,528,2
15708,352,198,2
15709,330,198,2
15710,2089,1166,1
15711,770,220,3
15712,2133,1144,2
15713,0,0,3
15714,770,198,1
15715,1913,616,3
15716,264,154,1
15717,638,264,1
15718,286,176,2
15719,264,132,2
15720,4266,1759,2
15721,5630,1847,1
15722,0,0,2
15723,198,132,2
15724,418,198,1
15725,0,0,1
15726,1100,440,1
15727,1451,638,1
15728,462,154,1
15729,1737,770,3
15730,220,132,2
15731,0,0,2
15732,1341,506,2
15733,704,220,1
15734,770,418,2
15735,836,198,1
15736,4002,1627,2
15737,1056,462,1
15738,308,132,2
15739,726,352,2
15740,770,374,1
15741,308,132,1
15742,836,264,2
15743,286,88,2
15744,352,132,1
15745,814,220,1
15746,154,132,1
15747,2375,1034,1
15748,792,242,1
15749,440,176,1
15750,462,154,1
15751,638,352,1
15752,1034,572,2
15753,308,88,2
15754,6817,3519,3
15755,0,0,3
15756,990,220,1
15757,198,66,1
15758,4838,2287,2
15759,198,110,2
15760,374,110,2
15761,880,198,1
15762,682,352,1
15763,2441,1078,2
15764,110,44,1
15765,682,176,1
15766,1737,858,2
15767,506,264,2
15768,176,22,1
15769,176,66,1
15770,1781,1166,2
15771,242,132,2
15772,726,440,2
15773,1539,638,2
15774,682,220,2
15775,1166,506,2
15776,418,220,2
15777,2485,1144,2
15778,132,66,2
15779,462,154,1
15780,352,110,2
15781,2881,1275,2
15782,286,66,2
15783,836,198,1
15784,330,176,2
15785,2617,1319,2
15786,770,440,2
15787,704,374,1
15788,660,132,1
15789,418,154,1
15790,1825,880,1
15791,1913,550,2
15792,3189,1517,1
15793,682,264,1
15794,0,0,3
15795,616,330,1
15796,1671,638,2
15797,858,440,1
15798,1715,440,1
15799,2243,1210,2
15800,176,66,1
15801,858,352,2
15802,2485,990,2
15803,1451,462,2
15804,1232,330,1
15805,726,220,2
15806,660,286,2
15807,4706,2507,3
15808,132,44,1
15809,242,176,2
15810,1297,308,3
15811,330,154,3
15812,1671,528,2
15813,638,220,2
15814,1693,264,2
15815,3167,1561,1
15816,1671,638,2
15817,1407,528,1
15818,1473,418,1
15819,132,88,2
15820,1078,352,2
15821,770,418,1
15822,374,132,1
15823,396,176,1
15824,572,154,1
15825,374,22,3
15826,2309,792,2
15827,1232,440,1
15828,748,286,1
15829,484,220,1
15830,1253,198,2
15831,1319,748,1
15832,198,88,1
15833,1034,550,2
15834,0,0,2
15835,1847,946,1
15836,1363,704,3
15837,7961,2155,3
15838,638,176,1
15839,308,88,2
15840,176,44,2
15841,506,176,1
15842,2903,1056,2
15843,572,308,2
15844,0,0,1
15845,2045,814,1
15846,1188,374,2
15847,176,66,3
15848,176,88,2
15849,726,220,1
15850,1407,484,2
15851,946,484,2
15852,1583,462,1
15853,660,220,2
15854,506,176,1
15855,836,110,2
15856,1451,924,3
15857,0,0,2
15858,0,0,1
15859,836,132,2
15860,3123,1100,3
15861,1232,594,2
15862,1144,572,3
15863,880,396,1
15864,748,198,1
15865,396,198,1
15866,1232,572,2
15867,484,176,3
15868,1275,308,1
15869,902,176,1
15870,2045,1122,2
15871,880,440,2
15872,2551,814,1
15873,220,110,3
15874,396,132,2
15875,1253,418,1
15876,1913,726,3
15877,1100,308,2
15878,1913,1034,1
15879,682,308,1
15880,594,308,3
15881,550,242,3
15882,2727,1759,2
15883,330,132,1
15884,308,176,1
15885,374,198,1
15886,594,176,2
15887,396,110,1
15888,0,0,3
15889,440,220,2
15890,3365,946,1
15891,1363,506,1
15892,1210,528,2
15893,0,0,1
15894,440,154,3
15895,374,132,3
15896,1539,572,2
15897,1297,220,1
15898,352,110,2
15899,704,418,1
15900,792,220,2
15901,814,440,1
15902,1561,858,3
15903,154,88,2
15904,2551,1100,2
15905,748,484,1
15906,506,220,1
15907,3299,1451,1
15908,1012,396,2
15909,176,88,2
15910,704,176,1
15911,1847,858,2
15912,352,220,2
15913,2353,616,2
15914,2529,924,3
15915,1056,418,1
